City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
250,Port Moresby,PG,2021-09-28 23:52:31,-9.4431,147.1797,81.82,74,40,3.44
251,Tiznit,MA,2021-09-28 23:56:05,29.5833,-9.5,71.42,41,3,0.94
252,Rongcheng,CN,2021-09-28 23:56:16,30.634,117.8517,73.47,96,100,4.65
253,Taoudenni,ML,2021-09-28 23:55:22,22.6783,-3.9836,92.7,10,1,16.42
254,Polonnaruwa,LK,2021-09-28 23:55:10,7.9333,81.0,78.87,73,90,11.03
255,Carutapera,BR,2021-09-28 23:56:16,-1.195,-46.02,75.76,92,8,6.33
256,Kushiro,JP,2021-09-28 23:56:16,42.975,144.3747,61.75,77,75,3.44
257,Kapaa,US,2021-09-28 23:56:16,22.0752,-159.319,83.19,70,16,1.99
258,Kloulklubed,PW,2021-09-28 23:56:17,7.0419,134.2556,84.56,73,88,9.71
259,Mulege,MX,2021-09-28 23:56:17,26.8833,-111.9833,85.75,44,0,5.23
260,Sakakah,SA,2021-09-28 23:56:17,29.9697,40.2064,78.37,29,0,5.99
261,Touros,BR,2021-09-28 23:56:18,-5.1989,-35.4608,79.7,82,54,15.82
262,Akhtanizovskaya,RU,2021-09-28 23:56:18,45.32,37.1,52.27,56,100,15.93
263,Kyshtovka,RU,2021-09-28 23:56:18,56.555,76.6271,36.1,82,99,6.73
264,Mabua,PH,2021-09-28 23:56:19,9.8089,125.4422,84.51,73,92,8.14
265,Abeokuta,NG,2021-09-28 23:56:19,7.15,3.35,78.35,97,38,3.18
266,Cururupu,BR,2021-09-28 23:56:19,-1.8283,-44.8683,75.09,92,14,3.89
267,Warmbad,NA,2021-09-28 23:56:19,-28.45,18.7333,59.27,43,100,10.33
268,Husavik,IS,2021-09-28 23:56:20,66.0449,-17.3389,35.51,74,81,21.05
269,Waipawa,NZ,2021-09-28 23:56:20,-41.4122,175.5153,56.93,46,10,4.52
270,Puerto Colombia,CO,2021-09-28 23:56:20,10.9878,-74.9547,80.69,77,100,3.02
271,Saint-Francois,FR,2021-09-28 23:56:20,46.4154,3.9054,54.84,93,0,3.44
272,Sur,OM,2021-09-28 23:55:52,22.5667,59.5289,85.08,60,79,3.36
273,Daru,PG,2021-09-28 23:56:21,-9.0763,143.2092,81.39,78,99,14.29
274,Hilo,US,2021-09-28 23:56:21,19.7297,-155.09,80.26,83,90,0.0
275,Linjiang,CN,2021-09-28 23:56:21,41.8069,126.9078,64.74,74,100,0.94
276,Riyadh,SA,2021-09-28 23:56:22,24.6877,46.7219,77.14,38,4,6.78
277,Kondopoga,RU,2021-09-28 23:56:22,62.2057,34.2614,33.48,95,32,2.91
278,Stornoway,GB,2021-09-28 23:56:22,58.2093,-6.3865,55.92,93,40,2.3
279,Ruyigi,BI,2021-09-28 23:56:22,-3.45,30.3167,65.7,64,93,3.4
280,Biharia,RO,2021-09-28 23:56:23,47.15,21.9167,61.11,94,75,0.0
281,Gat,IL,2021-09-28 23:56:23,31.61,34.7642,72.39,100,0,1.61
282,Luena,AO,2021-09-28 23:56:23,-11.7833,19.9167,64.08,50,13,2.84
283,Crotone,IT,2021-09-28 23:56:24,39.0851,17.1178,72.27,74,8,6.42
284,Biak,ID,2021-09-28 23:56:24,-0.9131,122.8766,80.22,75,82,6.69
285,Nieuw Nickerie,SR,2021-09-28 23:56:24,5.95,-56.9833,81.54,79,39,12.73
286,Bonavista,CA,2021-09-28 23:56:24,48.6499,-53.1147,61.12,93,65,18.21
287,Pasighat,IN,2021-09-28 23:56:25,28.0667,95.3333,74.82,81,21,2.04
288,Xiuyan,CN,2021-09-28 23:56:25,40.2928,123.2744,67.51,86,84,1.36
289,Copiapo,CL,2021-09-28 23:56:25,-27.3667,-70.3333,51.49,39,38,1.43
290,Tsabong,BW,2021-09-28 23:56:26,-26.0217,22.401,70.86,25,77,9.28
291,Basco,PH,2021-09-28 23:56:26,20.4487,121.9702,83.1,70,25,13.96
292,Saint-Joseph,RE,2021-09-28 23:56:26,-21.3667,55.6167,70.16,74,32,11.68
293,Fort Nelson,CA,2021-09-28 23:56:26,58.8053,-122.7002,40.59,93,90,4.61
294,Port Hedland,AU,2021-09-28 23:56:09,-20.3167,118.5667,73.45,43,2,5.75
