City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
213,Zhezkazgan,KZ,2021-10-10 21:25:10,47.8043,67.7144,46.9,46,95,9.08,overcast clouds
214,Port Lincoln,AU,2021-10-10 21:25:10,-34.7333,135.8667,50.47,63,3,8.88,clear sky
215,Nambucca Heads,AU,2021-10-10 21:25:11,-30.65,153.0,68.16,94,100,4.97,light rain
216,Baracoa,CU,2021-10-10 21:25:11,20.3467,-74.4958,83.25,72,49,2.37,scattered clouds
217,Palu,ID,2021-10-10 21:25:11,-0.8917,119.8707,76.15,93,100,2.44,light rain
218,Axim,GH,2021-10-10 21:23:34,4.8699,-2.2405,76.87,90,100,10.09,light rain
219,Gorontalo,ID,2021-10-10 21:25:12,0.5412,123.0595,75.79,91,92,1.72,overcast clouds
220,Aasiaat,GL,2021-10-10 21:25:12,68.7098,-52.8699,30.61,74,100,3.8,overcast clouds
221,Madhogarh,IN,2021-10-10 21:25:12,26.276,79.1869,81.05,45,2,1.88,clear sky
222,Kalmunai,LK,2021-10-10 21:22:09,7.4167,81.8167,80.74,78,97,4.68,overcast clouds
223,Sandpoint,US,2021-10-10 21:25:13,48.2766,-116.5533,60.85,42,40,8.01,scattered clouds
224,Yumen,CN,2021-10-10 21:24:20,40.2833,97.2,37.69,23,1,11.63,clear sky
225,Galle,LK,2021-10-10 21:25:13,6.0367,80.217,79.54,85,86,13.94,overcast clouds
226,Mar Del Plata,AR,2021-10-10 21:25:13,-38.0023,-57.5575,62.01,56,0,14.0,clear sky
227,Vostok,RU,2021-10-10 21:23:34,46.4856,135.8833,37.0,88,100,14.92,overcast clouds
228,Dunedin,NZ,2021-10-10 21:25:00,-45.8742,170.5036,54.81,67,100,5.41,overcast clouds
229,Seoul,KR,2021-10-10 21:22:05,37.5683,126.9778,56.71,82,0,5.75,clear sky
230,Cayenne,GF,2021-10-10 21:24:06,4.9333,-52.3333,84.24,78,0,3.0,clear sky
231,Dingle,PH,2021-10-10 21:24:13,10.9995,122.6711,76.73,92,93,9.51,overcast clouds
232,San Matias,BO,2021-10-10 21:25:14,-16.3667,-58.4,95.83,34,82,4.36,broken clouds
233,Port Alfred,ZA,2021-10-10 21:23:18,-33.5906,26.891,60.24,70,17,24.7,few clouds
234,Norman Wells,CA,2021-10-10 21:23:33,65.282,-126.8329,32.04,93,75,10.36,broken clouds
235,Harrisonville,US,2021-10-10 21:20:47,38.6533,-94.3488,82.18,59,90,10.36,overcast clouds
236,Pacifica,US,2021-10-10 21:22:42,37.6138,-122.4869,81.73,67,20,3.44,few clouds
237,Baykit,RU,2021-10-10 21:25:14,61.67,96.37,22.82,81,70,6.49,broken clouds
238,Tretten,NO,2021-10-10 21:25:15,61.3142,10.3007,39.65,98,62,2.71,broken clouds
239,Hervey Bay,AU,2021-10-10 21:23:32,-25.2986,152.8535,75.02,63,4,12.62,clear sky
240,Trairi,BR,2021-10-10 21:24:23,-3.2778,-39.2689,79.7,73,5,13.06,clear sky
241,Mayumba,GA,2021-10-10 21:25:15,-3.432,10.6554,75.81,85,100,4.81,overcast clouds
242,Churapcha,RU,2021-10-10 21:25:15,62.0025,132.4325,31.98,98,100,9.73,light snow
243,College,US,2021-10-10 21:22:06,64.8569,-147.8028,37.35,95,90,5.75,mist
244,San Carlos,VE,2021-10-10 21:25:16,9.6612,-68.5827,83.64,80,82,0.67,broken clouds
245,Mwinilunga,ZM,2021-10-10 21:25:16,-11.7358,24.4293,72.88,33,2,4.68,clear sky
246,Isangel,VU,2021-10-10 21:23:04,-19.55,169.2667,78.91,69,20,13.8,few clouds
247,Macklin,CA,2021-10-10 21:21:20,52.3334,-109.9348,61.14,34,52,18.43,broken clouds
248,Omsukchan,RU,2021-10-10 21:25:17,62.5333,155.8,9.93,85,8,5.57,clear sky
249,Huarmey,PE,2021-10-10 21:24:17,-10.0681,-78.1522,67.82,80,65,9.93,broken clouds
250,Mudgee,AU,2021-10-10 21:25:17,-32.5943,149.5871,57.25,100,90,2.3,overcast clouds
251,Sakakah,SA,2021-10-10 21:25:17,29.9697,40.2064,81.97,17,3,7.31,clear sky
252,Boffa,GN,2021-10-10 21:25:17,10.1667,-14.0333,81.5,89,90,2.64,light rain
253,Great Bend,US,2021-10-10 21:25:18,38.3645,-98.7648,56.97,93,90,5.75,moderate rain
254,Sumenep,ID,2021-10-10 21:24:01,-7.0167,113.8667,79.83,78,42,5.26,scattered clouds
255,Bethel,US,2021-10-10 21:23:01,41.3712,-73.414,64.2,88,90,1.01,haze
256,Emba,KZ,2021-10-10 21:25:18,48.8264,58.1442,44.96,66,52,5.5,broken clouds
257,Hambantota,LK,2021-10-10 21:25:18,6.1241,81.1185,79.14,100,95,8.05,overcast clouds
258,Deputatskiy,RU,2021-10-10 21:23:06,69.3,139.9,19.11,85,100,3.74,overcast clouds
259,Port Hedland,AU,2021-10-10 21:25:19,-20.3167,118.5667,71.65,24,51,14.97,broken clouds
260,Nome,US,2021-10-10 21:25:19,64.5011,-165.4064,38.16,69,75,4.61,broken clouds
261,Ouallam,NE,2021-10-10 21:25:19,14.3188,2.0866,93.85,18,100,8.48,overcast clouds
